ISBN_13,titulo,autor
,Raising Monsters,Pittacus Lore
9780000185624.0,Garoto Devora Universo,Trent Dalton
9788595083844.0,Nunca mais fique sem dinheiro,Jesse Mecham
9788595084919.0,O Que Eu Vou Ser Quando Crescer (+ Adesivos),Leticia Braga
9788595084568.0,A Outra Mulher,Daniel Silva
9788595084070.0,Todas as cores do céu,Amita Trasi
9781417906772.0,So Big,Edna Ferber
9788595085299.0,À espera dos filhos da luz, Ana Maria Braga 
9788595085282.0,O Invisível aos Olhos,@akapoeta
9788595085244.0,Corra para ser feliz,BELLA MACKIE
9788595083219.0,Tempo Estranho,Joe Hill
9788595084599.0,Filha das Abelhas,Meredith May
,Ouro Sujo,Karin Slaughter
9788595085268.0,O enigma de Espinosa,Irvin D. Yalom
9788595085251.0,Mentiras no divã,Irvin D. Yalom
9788595084742.0,O Hobbit,J. R. R. Tolkien 
9788595084490.0,Cordialmente Cruel,Maureen Johnson
9788595085497.0,O reformatório Nickel,Colson Whitehead
9788595084414.0,A Família O'Brien,Lisa Genova
9788595085510.0,O Resto da História,Sarah Dessen
9788595085879.0,A Última Viúva,Karin Slaughter
9788595085466.0,De frente com o serial killer,Mark Olshaker
9788595085763.0,A outra metade de Sarah,Lisa Genova
9788595085770.0,"Com Amor, Anthony",Lisa Genova
9780062493842.0,Return to Zero,Pittacus Lore
9780000185747.0,Sou péssimo em Matemática,Rafael Procopio
9788595085817.0,O Hobbit,J. R. R. Tolkien 
9788595086036.0,Sou péssimo em matemática,Rafael Procopio
9788595085527.0,Orgulho,Ibi Zoboi
9788595084612.0,Contágio,David Koepp
9788595085060.0,Crash: Uma breve história da economia,Alexandre Versignassi
9788491394006.0,Ela Não Está,Tamsin Grey
9788595085831.0,Nasce uma Mãe,Thais Fersoza
9788595086074.0,O inimigo do povo,Jim Acosta
9788595084346.0,"Acorda, menina!",Ana Maria Braga
9788595086067.0,Como ter uma vida normal sendo louca,Camila Fremder
9788520939895.0,Nêmesis,Agatha Christie
9788595085596.0,Três mulheres,Lisa Taddeo
9788595081611.0,A Mãe Perfeita,Aimee Molloy
9788595081734.0,As Coisas Como Elas São,Laurie Frankel
9788595085787.0,Três Mulheres,Lisa Taddeo
9788595086272.0,Os presidentes,Rodrigo Vizeu
9788595084773.0,O Retorno do Rei,J. R. R. Tolkien 
9788595084766.0,As Duas Torres,J. R. R. Tolkien 
9788595084759.0,A Sociedade do Anel,J. R. R. Tolkien 
9788595085053.0,A Evolução Improvável,William von Hippel
9788595080775.0,A família Addams,Alexandra West
9788595085176.0,Cleópatra,Alberto Angela
9788595085428.0,Mais Forte que o Mar,Kassandra Montag
9788595085640.0,Imune,Matt Richtel
9788595086456.0,Bem resolvida,Cátia Damasceno
9788595085046.0,Desligue o seu trabalho e ligue a sua vida,Bryan E. Robinson
9788595085169.0,Vire o jogo!,Dave Asprey
9788595085886.0,Guinness World Records 2020,Guinness World Records
,Cordialmente Cruel,Maureen Johnson
9788595080584.0,Orgulho,Ibi Zoboi
9788595086609.0,Sou péssimo em Matemática,Rafael Procopio
9788595081390.0,Box As Mil E Uma Noites,Galland
9780062644312.0,Maggie & Abby's Neverending Pillow Fort,Will Taylor
9788595082267.0,1789,Pedro Doria
9788595082342.0,A Arte de Viver,Thich Nhat Hanh 
9788595080980.0,O Mau Exemplo de Cameron Post, Emily M. Danforth 
9788595082335.0,O Livro de Ouro das Revoluções,Mark Almond
9788595082311.0,Livro de Ouro da Mitologia,Thomas Bulfinch
9788595082069.0,1565: Enquanto o Brasil Nascia,Pedro Doria
9788595082519.0,Um Vento à Porta,Madeleine L'Engle
9788595081307.0,Hit Makers,Derek Thompson
9788595082700.0,Todo o Dinheiro do Mundo,John Pearson
9788595082274.0,A Vida sem Crachá,Claudia Giudice
9788595082694.0,Por Que Ética é Mais Importante do que Religião,Dalai Lama
9788595082830.0,Coragem, Rose McGowan 
9788595082717.0,"As Lutas, A Glória e o Martírio De Santos Dumont",Fernando Jorge
9788595081833.0,Arrase!,RuPaul
9788595081666.0,Arrowood,Mick Finlay
9788595082250.0,A Força,Don Winslow
9788595083066.0,Perguntas e Respostas #LARIMANOELA,Larissa Manoela
9788595082847.0,A Outra Sra. Parrish,Liv Constantine
9788595082588.0,Uma Mentira Perfeita,Lisa Scottoline
9788595082595.0,"Sangue, Suor e Pixels", Jason Schreier 
9780062845023.0,"How Great Entrepreneurs Build Their Business and Influenceand How You Can, Too",Gary Vaynerchuk
9788595082021.0,Em Busca De El Chapo,Andrew Hogan
9788595082953.0,The Underground Railroad: Os Caminhos Para a Liberdade,Colson Whitehead
9788595083257.0,Um Planeta em Seu Giro Veloz,Madeleine L'Engle
9788595083363.0,Procurando Gobi,Dion Leonard
9788569514190.0,"Histórias Não (Ou Mal) Contadas: Escravidão, do Ano Mil ao Século XXI",Rodrigo Trespach
9788595082915.0,1942,João Barone
,Juntos Para Sempre,W. Bruce Cameron
9788595082106.0,Startalk,Neil deGrasse Tyson
9788595082557.0,Silêncio,Thich Nhat Hanh 
9788595082571.0,O Rei das Cinzas,Raymond E. Feist
9788595082649.0,A Intuicionista,Colson Whitehead
9788595082656.0,Casa de Espiões,Daniel Silva
9788595083547.0,J.R.R. Tolkien e C.S. Lewis,Colin Duriez
9788595082779.0,Os Imortalistas,Chloe Benjamin
9788595082977.0,As Elizas,Sara Shepard
9788595083080.0,Imersão,Diogo Lara
9788595083103.0,Máquinas Mortais,Philip Reeve
9788595083561.0,Blue Nights,Joan Didion
9788595083554.0,O ano do pensamento mágico,Joan Didion
9788595083622.0,J.R.R. Tolkien - Uma Biografia,Humphrey Carpenter
9788595083196.0,Fique Comigo,Ayòbámi Adébáyò
9788595082564.0,A Boa Filha,Karin Slaughter
9788595083295.0,Muitas Águas,Madeleine L'Engle
9788595083127.0,Cogumelo Jesus e Outras Teorias Bizarras Sobre Cristo,Paulo Schmidt
9788595083684.0,Sou Péssimo em Inglês,Carina Fragozo
9788595083356.0,Os Arquivos da Magia,Signe Bergstrom
9788595083332.0,Animais Fantásticos e Onde Habitam,Rick Barba
9788595083110.0,Sou Péssimo em Português,Cíntia Chagas
9788595083653.0,A Queda de Gondolin,J. R. R. Tolkien 
9788595082908.0,1924 - O Ano Que Criou Hitler,Peter Ross Range
9788595083615.0,As Madonas de Leningrado, Debra Dean 
9780062494047.0,Chasing Ghosts,Pittacus Lore
9788595083202.0,Fique Comigo,Ayòbámi Adébáyò
9788595083981.0,"Histórias Não (Ou Mal) Contadas: Primeira Guerra Mundial, 1914-1918",Rodrigo Trespach
9788595084292.0,Prisioneiros da Mente,Augusto Cury
9788595083660.0,Beren e Lúthien,J. R. R. Tolkien 
9788595083271.0,Do Mil ao Milhão. Sem Cortar o Cafezinho,Thiago Nigro 
9788595083349.0,"Luzes, Câmera, Magia.. Os Bastidores de Animais Fantásticos e os Crimes de Grindelwald",Ian Nathan
9788595084087.0,A Arte de Animais Fantásticos. Os Crimes de Grindelwald,Dermot Power
9788595083967.0,Tasty. As Melhores Receitas,Buzzfeed
9788595084056.0,BTS. A Ascensão do Bangtan,Cara J. Stevens
9788595083813.0,O guia definitivo para o pós-parto,Oscar Serrallach
9788595083318.0,Coisas Arrepiantes,Ilan Brenman
9788595083769.0,Bff Girls - O Começo De Uma História Pra Ficar,Bia Torres
9788595083288.0,Guinness World Records 2019,Vários Autores
9788595083325.0,Coisas Melequentas,Ilan Brenman
9788595084261.0,Todas as cores do céu,Amita Trasi
9788595083271.0,Do Mil ao Milhão. Sem cortar o cafezinho,Thiago Nigro 
9784596171771.0,An expert teacher,Tomoko Takakura
,La Novia del Italiano,Catherine Spencer
9788595086104.0,Sou péssimo em português,Cíntia Chagas
,Consequências,Sue Hecker
9788569514725.0,Gelo e Fogo,Sara Raasch
9788569514848.0,Tutor,Sue Hecker
9788539823703.0,Uma Paixão Indomável,Nora Roberts
9788569514589.0,A Troca,Megan Shull
9788569514732.0,Estrelas Além do Tempo, Margot Lee Shetterly 
9788595080270.0,Satisfação Garantida,Tony Hsieh
9788569514688.0,Salva Por Um Cavalheiro,Stephanie Laurens
9788595080300.0,Todos de Pé Para Perry Cook,Leslie Connor
9788595080409.0,Agente do Caos,Kami Garcia
9788595080416.0,Advogado do Diabo,Jonathan Maberry
9788595080164.0,Uma Noite Com Grace Kelly,Lucy Holliday
9788539823499.0,Beije Minha Alma,Susan Mallery
9788595080195.0,A Viúva Negra,Daniel Silva
9788595080294.0,The Underground Railroad - Os Caminhos Para a Liberdade,Colson Whitehead
9788595080324.0,1499 - O Brasil antes de Cabral,Reinaldo José Lopes
9788595080201.0,O Segredo do Bambu,Ismael Cala
9788595080461.0,Pecar e Perdoar,Leandro Karnal
9788539823550.0,Única Filha, Anna Snoekstra 
9788539823710.0,Momento Mágico,Nora Roberts
9788595080096.0,Raptada Por Um Conde,Stephanie Laurens
9788595080447.0,Um Milhão de Mundos Com Você,Claudia Gray
9788595080577.0,O Zoológico de Varsóvia,Diane Ackerman
9788595080058.0,As Mulheres do Castelo,Jessica Shattuck
9788595080089.0,Esposa Perfeita,Karin Slaughter
9788595080454.0,"Se você é tão esperto, por que não é feliz?",Raj Raghunathan
9788595081024.0,"Histórias Não (ou Mal) Contadas: Segunda Guerra Mundial, 1939 - 1945",Rodrigo Trespach
9788539823123.0,Doce Tensão,Leslie Kelly
9788595080072.0,A Mulher do Oficial Nazista,Edith Hahn Beer
9788595080393.0,O Mundo de Larissa Manoela,Larissa Manoela
9788595080713.0,Geada e Noite,Sara Raasch
9788595080430.0,Vitória,Daisy Goodwin
9788595080331.0,Lab Girl,Hope Jahren
9788569809463.0,Procura-se Meu Melhor Amigo,Pauls Toutonghi
9788595081154.0,Segredo de Justiça,Andréa Pachá
9788595081147.0,A Vida Não é Justa,Andréa Pachá
9788595081314.0,Dunkirk,Joshua Levine
9788595081345.0,Valerian e a Cidade dos Mil Planetas,Christie Golden
9788595080355.0,Box Coleção Agatha Christie,Agatha Christie
9788595080362.0,Box Coleção Agatha Christie,Agatha Christie
9788595080751.0,E se Estivermos Errados?,Chuck Klosterman
9788595080478.0,Um Lugar Para Mim,Melissa de la Cruz
9788595081239.0,Aqueles Que Perdemos,Sheena Kamal
9788595080287.0,Possessões,Sara Flannery Murphy
9788595081628.0,Flores Partidas,Karin Slaughter
9788595081819.0,O Homem Que Venceu Auschwitz,Denis Avey
9788595080010.0,A Extravagância do Morto,Agatha Christie
9788595080027.0,Poirot Perde Uma Cliente,Agatha Christie
9788569514794.0,Assassinato na Casa do Pastor,Agatha Christie
9788569514800.0,Um Pressentimento Funesto,Agatha Christie
9788595080034.0,A Casa Torta,Agatha Christie
9788595081505.0,Cavaleiro das Américas,Filipe Masetti Leite
9788539824816.0,O Menino do Vagão,Pam Jenoff
9788595081710.0,Vacas,Dawn O'Porter
9788595080638.0,Assassinato no Expresso do Oriente,Agatha Christie
9788595081741.0,Primeiro Mataram Meu Pai,Loung Ung
9788595081789.0,#Por Que Eu Leio,Vários autores
9788595080881.0,Guinness World Records 2018,Vários Autores
9788595081604.0,A Festa de Lorena Queiroz,Lorena Queiroz
9788595081765.0,Amar e Ser Livre,Sri Prem Baba
9788595081727.0,Herdeiros de Drácula,Richard Dalby
9788595080317.0,O Portal do Dragão,Barry Wolverton
9788595080478.0,Como Parar o Tempo,Matt Haig
9788595081321.0,O Farol e a Libélula,Jean E. Pendziwol
9788595081338.0,William Wenton e o ladrão de lurídio,Bobbie Peers
9788569809593.0,Perfis de Coragem,John F. Kennedy
9788595080836.0,Box - Sherlock Holmes - 4 Volumes,Sir Arthur Conan Doyle
9788569514176.0,"Histórias Não (Ou Mal) Contadas: Revoltas, Golpes e Revoluções no Brasil",Rodrigo Trespach
9788595080263.0,O Verão da Minha Vida,Nova Weetman
9788595081598.0,O Caçador de Demônios,Wesley Snipes
9788595082090.0,Uma Guerra Americana,Omar El Akkad
9788595080898.0,Jihadi John,Robert Verkaik
9788595080225.0,O Pequeno Príncipe Para Crianças Pequenas,Antoine de Saint-Exupéry
9788595081222.0,O Poder dos Quietos,Susan Cain
9788595081758.0,Uma Dobra No Tempo,Madeleine L'Engle
9788595081017.0,Box Memórias da Segunda Guerra Mundial,Winston Churchill
,Cavaleiro das Américas,Filipe Masetti Leite
,Out of the Ashes,Pittacus Lore
9781503936874.0,Ripper: The Secret Life of Walter Sickert,Patricia Cornwell
9788595080843.0,Sherlock Holmes - Volume 1,Arthur Conan Doyle
9788595080867.0,Sherlock Holmes - Volume 3,Arthur Conan Doyle
9788595080874.0,Sherlock Holmes - Volume 4,Arthur Conan Doyle
,Memórias da Segunda Guerra Mundial,Winston Churchill
9780008165543.0,Offering to the storm,Dolores Redondo
,Uma Dobra No Tempo,Madeleine L'Engle
9780062467492.0,The Ruined House,Ruby Namdar
9788595080997.0,Memórias da Segunda Guerra Mundial,Winston Churchill
9788595081000.0,Memórias da Segunda Guerra Mundial,Winston Churchill
9788569514060.0,Alerta da Natureza,Nora Roberts
9788569514039.0,Olhos Vendados ,Faye Kellerman
9788569809548.0,O Fio do Bisturi,Tess Gerritsen
9788569809036.0,Uma Mulher Perfeita,James Grippando
9788569809050.0,O Caso Caravaggio ,Daniel Silva
9788569809241.0,A Vingança Está Na Moda ,Rosalie Ham
9788522030279.0,Os Amantes,Rod Nordland 
9788569809043.0,"MENINA, DESLIGA O CELULAR!",Elyssa Friedland
9788522031726.0,DIETA GREGA,Maria Loi
9788569809029.0,SILÊNCIO,Thich Nhat Hanh 
9788569809012.0,"Albert, um jacaré na família",Homer Hickam
9788569809067.0,Uma Noite Com Audrey Hepburn,Lucy Holliday
9788522032044.0,Potência Extrema ,Meredith Wild
9788569809890.0,A Arte de Inventar o Amor ,Kristan Higgins
9788569809654.0,Entre o Céu e a Terra ,Paula Mclain
9788569809449.0,Como não perder o seu crachá,Danielle Serrat
9788569809838.0,O Livro de Ouro do Universo,Ronaldo Rogério de Freitas Mourão
9788569809883.0,Um Lugar Para o Amor,Sherryl Woods
,A Garota dos Olhos Azuis,Karin Slaughter
9788569809647.0,Inigualável ,Alyson Noël
9788569809777.0,Código de um cavaleiro,Ethan Hawke
9788569809630.0,O homem e seus símbolos,Carl Gustav Jung
9788569809623.0,Flores Partidas,Karin Slaughter
9788569809913.0,A Amante do Oficial,Pam Jenoff
9788569809920.0,Estrada Para a Paixão,Robyn Carr
9788522030682.0,Carrasco do amor,Irvin D. Yalom
9788522031900.0,A Arte da Guerra,Jessica Hagy
9788569809685.0,O Livro de Ouro das Revoluções,Mark Almond
9788522032327.0,Apenas Por Uma Noite,J.S. Cooper / Helen Cooper
9788569514138.0,Diário de Larissa Manoela,Larissa Manoela
9788569809265.0,12 Grandes Médiuns Brasileiros,Daniela Hirsch
9788522032341.0,Jesus: a peregrinação - Galileia,James Martin
9788569809708.0,Transforme seu parceiro na sua alma gêmea,Arielle Ford
9788569809821.0,Uma Noite com Marilyn Monroe,Lucy Holliday
9788569809852.0,Neve e Cinzas,Sara Raasch
9788522032501.0,Código Malicioso,Meredith Wild
9788569809906.0,Fruto do Pecado,Nora Roberts
9788569514152.0,Uma Namorada Para Meu Marido,V. C. Chickering
9788522031757.0,Como ser interessante,Jessica Hagy
9788539822393.0,Conquistada por Um Visconde,Stephanie Laurens
9788569514145.0,O Espião Inglês,Daniel Silva
9788539822409.0,Mãos Quentes,Leslie Kelly
9788539822416.0,Um lugar no coração,Sherryl Woods
9788569514121.0,Garotas normais,Georgia Clark
9788569809500.0,"Box Coleção Agatha Christie: M ou N ? , A Casa do Penhasco, Convite para um homicídio",Agatha Christie
9788569809517.0,"Box Coleção Agatha Christie: Hora Zero, O natal de Poirot, Treze à mesa",Agatha Christie
9788569514510.0,O Lado Bom de ser Traída,Sue Hecker
9788569809760.0,Animais Fantásticos e Onde Habitam - Personagens e Lugares Mágicos,HarperCollins
9788569514367.0,Caixão Fechado,Sophie Hannah
9788569514053.0,O Oposto de Todo Mundo, Joshilyn Jackson 
9788569514213.0,Box O melhor de Irvin D. Yalom,Irvin D. Yalom
9788569809609.0,O Santuário,James Martin
9788569514299.0,Desafio de ser três,HarperCollins Brasil
9788569514282.0,Vida de Amy,Amanda de Carvalho
9788569514169.0,Guinness World Records 2017,Vários
9788569514206.0,Em nossa próxima vida, Lauren James 
9788569514305.0,Operação Miami,James Grippando
9788569514343.0,A Maleta de Criaturas,Mark Salisbury
9788569514336.0,Mergulhe na Magia: Os Bastidores de Animais Fantásticos e Onde Habitam,Ian Nathan
9788569514664.0,Marley & Eu,John Grogan
9788569809586.0,O Irmão da Minha Melhor Amiga,J.S. Cooper / Helen Cooper
9788539822423.0,A Suspeita,Nora Roberts
9788569514411.0,Sing,Vivi Greene
9788569514251.0,O Tempo das Borboletas,Andrea Portes
9788569514817.0,Pequeno Segredo,Heloisa Schurmann
9788569514527.0,Rainha de Katwe,Tim Crothers
9788569514718.0,Quatro vidas de um cachorro,W. Bruce Cameron
,My Lady Jane,Jodi Meadows
,O homem e seus símbolos,Carl Gustav Jung
9788520936511.0,Morte no Nilo,Agatha Christie
9788520939918.0,O Mistério dos Sete Relógios,Agatha Christie
9788520940105.0,Os Crimes ABC,Agatha Christie
9788520939901.0,Os Trabalhos de Hércules,Agatha Christie
9788520939802.0,A Maldição do Espelho,Agatha Christie
9788520940099.0,Cem Gramas de Centeio,Agatha Christie
,Gelo e Fogo,Sara Raasch
,O carrasco do amor,Irvin D. Yalom
9788416502523.0,Flores cortadas,Karin slaughter
9788520940105.0,Os Crimes ABC,Agatha Christie
9788520940099.0,Cem Gramas de Centeio,Agatha Christie
9788520940488.0,Box Coleção Agatha Christie,Agatha Christie
9788520940495.0,Box Coleção Agatha Christie,Agatha Christie
9788520939895.0,Nêmesis (Nemesis),Agatha Christie
9788522031269.0,Atração Magnética,Meredith Wild
9788522031856.0,Conexão Explosiva,Meredith Wild
9788522031740.0,A vida sem Crachá , Claudia Giudice 
9788522029907.0,A Nona Configuração,William Peter Blatty
9788522032112.0,O Pequeno Príncipe - A história do filme,Vanessa Rubio-Barreau
9788522032105.0,O Pequeno Príncipe - O livro ilustrado do filme,Valérie Latour-Burney
9788522032099.0,O Pequeno Príncipe - Versão do filme,Antoine de Saint-Exupéry
9788522031276.0,A Filha,Jane Shemilt
9788522030507.0,#FALSIANE,Jo Piazza
9788522033140.0,"Pais Superprotetores, Filhos Bananas",Jessica Lahey
9788522032273.0,Amor à Segunda Vista,Mhairi McFarlane
9788522032365.0,Roube Meu Coração,Susan Mallery
9788522032037.0,Intensidade Máxima,Meredith Wild
9788522031733.0,A Dieta Grega,Maria Loi
9788569809142.0,Querer e poder,Nora Roberts
,A Arte da Ilusão,Nora Roberts
9780007589203.0,Scarlet and Ivy - The Whispers in the Walls,Sophie Cleverly
9788595080850.0,Sherlock Holmes - Volume 2,Arthur Conan Doyle
,Sherlock Holmes: Volume 4: Os últimos casos de Sherlock Holmes | Histórias de Sherlock Holmes,Arthur Conan Doyle
9788522015849.0,A Bibliotecária de Auschwitz,Antonio G. Iturbe
9788520939253.0,Os Crimes do Monograma,Sophie Hannah
9788520934784.0,Assassinato no Expresso do Oriente,Agatha Christie
9788520936511.0,Morte no Nilo,Agatha Christie
9788520936535.0,Um Corpo na Biblioteca,Agatha Christie
9788520936528.0,Os Elefantes Não Esquecem,Agatha Christie
9788520934807.0,Morte na Mesopotâmia,Agatha Christie
9788520938225.0,A Mansão Hollow,Agatha Christie
9788520938331.0,Box Coleção Agatha Christie,Agatha Christie
9788520938348.0,Box Coleção Agatha Christie,Agatha Christie
9788520939901.0,Os Trabalhos de Hércules,Agatha Christie
9788520939918.0,O Mistério dos Sete Relógios,Agatha Christie
,Sick Heart River,John Buchan
9780062275301.0,Writer to Writer: From Think to Ink,Gail Carson Levine
9780007489619.0,Facing the Other Way,Martin Aston
,A montanha e o rio,Da Chen
9780062208194.0,Destroy Me,Tahereh Mafi
9780062222220.0,Digger the Dinosaur,Rebecca Dotlich
9780062051981.0,Bumble-ardy,Maurice Sendak
9780062119544.0,Just as I am,Billy Graham
9780061451126.0,Borderline,Allan Stratton
9781869506698.0,Into the Darklands and Beyond,Nigel Latta
9780730491767.0,Into the Darklands and Beyond,Nigel Latta
,Aura negra,Richelle Mead
,Red Sox Rule,Michael Holley
9780007263486.0,The Phantom Tollbooth,Norton Juster
9780061143298.0,Meditation: Now or Never,Steve Hagen
9780061736551.0,And then he kissed her,Laura Lee Guhrke
9780002170055.0,Arabian Sands,Wilfred Thesiger
9780062720733.0,The New Lifetime Reading Plan,Clifton Fadiman
9780397321629.0,The Secret Garden,Frances Hodgson Burnett
9780001837263.0,Mog's Christmas,Judith Kerr
9780008264062.0,The Fellowship Of The Ring,J.R.R. Tolkien
9788550304670.0,O livro de colorir do Gravity Falls:,Emmy Cicierega
9788550304878.0,O Colecionador de Desejos,Mia Sheridan
9788550304625.0,Cássio,Celso Unzelte
9788550304953.0,As Irmãs Esquisitas,Serena Valentino
9788550304847.0,A Bela e a Fera,Elizabeth Rudnick
9788550305127.0,Novo Manual do FBI para ler a mente das pessoas,Robin Dreeke
9788550304106.0,Mentes manipuladas: seu cérebro pode estar te enganando,Dr. Brian Boxer Wachler
9788550304892.0,Star vs As Forças do MAL,Dominic Bisignano
9788550304502.0,Gravity Falls : Aventuras em Dobro,Tracey West
9788550305165.0,Gravity Falls : Era uma vez um Suíno,Tracey West
9788550304946.0,As irmãs esquisitas: a história das trigêmeas maldosas,Serena Valentino
9788550304977.0,Mulan,Elizabeth Rudnick
9788550305189.0,As dez mil portas,Alix E. Harrow
9788550305080.0,A ciência de Harry Potter,Mark Brake
,As 999 primeiras mulheres de Auschwitz,Heather Dune Macadam
,Vinte poemas de amor e uma canção desesperada,Pablo Neruda
9788550304083.0,Mentes Extraordinárias,Alberto Dell'isola
,A Musa dos Pesadelos,Laini Taylor
,Liberta-me,Tahereh Mafi
9786556090375.0,Incendeia-me,Tahereh Mafi
9788550303376.0,Liberta-me,Tahereh Mafi
,Gerencie o seu dinheiro como alguém foda (e-Book),Sam Beckbessinger
,Visionários que transformaram o mundo,George Ilian
,O mundo precisa de alguém f*da como você (e-Book),Benjamin VandenWymelenberg
,Cruella (e-Book),Serena Valentino
,O Amor e Outras Coisas,Christina Lauren
9788550304915.0,O livro de arte (e mistérios...) do Gravity Falls,María Eugenia Blanco
9786556090320.0,A Fraternidade Jane Austen,Natalie Jenner
9786556090207.0,O Pecador,J. R. Ward 
,O filho de Hitler,Mandy Robotham
,A aventura da cozinheira de Clapham,Agatha Christie
9788550304380.0,Prisioneiro da Noite,J. R. Ward 
9788550304595.0,O Salvador,J. R. Ward 
,Os hábitos secretos dos gênios (e-book),Craig Wright
9786556090344.0,Imagina-me,Tahereh Mafi
9788550303864.0,Garotas Como Nós,Dana Mele
9788550303093.0,As Extraordinárias Cores do Amanhã,Emily X.R. Pan
9788550302249.0,Mentes Milionárias,Dr. Doug Freeman
9788550303772.0,Mamãe Bruxa  a história da vilã da Rapunzel,Serena Valentino
9788550303437.0,Segredos para convencer qualquer um de qualquer coisa,Roger Dawson
9788550303987.0,Sexo sem amor?,Vi Keeland
9788550303963.0,Gravity Falls: O guia de mistério e diversão do Dipper e da Mabel!,Dipper Pines
,Mamãe Bruxa - A História da Vilã da Rapunzel,Serena Valentino
9788550304120.0,Fábulas,Monteiro Lobato
9788550304069.0,Dumbo,Kari Sutherland
9788550302157.0,A Bela e a Fera. Perdida em Um Livro. Pocket,Jennifer Donnelly
9788550302263.0,Adorável Cretino 1 E 2 Vira-vira - Pocket,Camila Ferreira
9788550304144.0,Voto de Sangue,J. R. Ward 
9788550304168.0,Aladdin,Elizabeth Rudnick
9788550304267.0,Kardec,Luis Eduardo de Souza
9788550304182.0,A Madona e a Vênus,Catarina Muniz
9788550304281.0,"O Diário De Jack, O Estripador",Shirley Harrison
9788550304199.0,Star vs As Forças do Mal: O livro mágico dos feitiços,Daron Nefcy
9788550304366.0,Um Estranho Sonhador,Laini Taylor
9788550300993.0,Ariel e a pérola da sabedoria,Paul RUDItis
9788550304359.0,O REI LEÃO,Elizabeth Rudnick
9788550304403.0,A marca da vitória,Phil Knight
9788550304328.0,Dipper e Mabel em A maldição do tesouro dos Piratas do Tempo!,Jeffrey Rowe
9788550304229.0,Dani e Elas,Daniela Albuquerque
9788550304120.0,Fábulas,Monteiro Lobato
9788550300986.0,Para Depois que Eu Partir. Pocket,Heather Mc Manamy; William Croyle
9788550304304.0,Tudo o que deixamos para trás,Kerry Lonsdale
9788550304380.0,Prisioneiro da Noite,J. R. Ward 
9788550300917.0,úrsula,serena valentino
9788550304441.0,Gravity Falls. Um Verão de Mistérios,Heidi Roux Et Al. Greg Lockard
9788550304434.0,Descendentes 3,Carin Davis
9788550304465.0,Gravity Falls: Ao Esquisito e Além,Joe Books
9788550304496.0,Desafia-me,Tahereh Mafi
9788550304618.0,Stepsister,Jennifer Donnelly
9788550304540.0,Bora enriquecer,Júlia Mendonça
9788550304595.0,O Salvador,J. R. Ward 
9788550304526.0,Malévola: Dona do Mal,Elizabeth Rudnick
9788550304663.0,Gravity Falls: Feliz Summerween!/A loja de conveniência do horror!,Samantha Brooke
9788550304717.0,Max Einstein - O Experimento Genial,James Patterson
9788550304816.0,Meu diário (secreto) de anotações do Gravity Falls,María Eugenia Blanco
9788550304779.0,Frozen 2 - A Floresta Sombria,Kamilla Benko
9788550304700.0,O Voluntário de Auschwitz,Jack Fairweather
9788550303932.0,As Extraordinárias Cores Do Amanhã - Pocket,Emily X. R. Pan
9788550303154.0,Inglês para falar em qualquer situação,Chris Tunwell
,Prisioneiro da noite,J. R. Ward
9788550303925.0,O melhor de você,Mia Sheridan
9788550303550.0,A Ladra,J. R. Ward 
9788550302737.0,Mentes Geniais,Alberto Dell'isola
9788550302591.0,Apaixonada Por Um Highlander,Maya Banks
9788550302577.0,Sonhos Refletidos,Fabiane Ribeiro
9788550302614.0,A Lady de Lyon,Julie Garwood
9788550302645.0,A Magia do Inverno,Tahereh Mafi
9788550300702.0,Rainha das Copas: Sangue No País das Maravilhas,Colleen Oakes
9788550302775.0,O Jogo das Sombras,Christine Feehan
9788550302829.0,Mentes Felizes,Rosana Alves
9788550302850.0,A Vida Secreta Dos Nazistas,Paul Roland
9788550302867.0,A Dívida,Nina G. Jones
9788550302904.0,Fueled,K. Bromberg
9788550302812.0,O Incrível Mundo das Animações,Imaginago
9788550302973.0,Se não houver amanhã,Jennifer L. Armentrout
9788550302881.0,Malévola: a Rainha do Mal,Serena Valentino
9788550303079.0,Por que as pessoas mentem,Gregory Hartley
9788550302799.0,Engano Irresistível,Vi Keeland
9788550303031.0,Apenas Amigos,Christina Lauren
9788550303253.0,Cidade dos Sonhos,Fabiane Ribeiro
,Restaura-me (e-book),Tahereh Mafi
9788550302997.0,Restaura-me,Tahereh Mafi
9788550303017.0,Estilhaça-me,Tahereh Mafi
9788550303161.0,Tudo O Que Restou,Kerry Lonsdale
9788550302959.0,MC Gui,MC Gui
9788550303055.0,7 princípios do líder revolucionário,Hugh Blane
,Se não houver amanhã,Jennifer L. Armentrout
9788550303208.0,O Melhor de Você,Mia Sheridan
9788550303185.0,Rapunzel e A Lagoa Perdida,Leila Howland
9788550301853.0,Mentes Extraordinárias,Alberto Dell'isola
9788550303413.0,Sou Luna,Guillermo Valenzuela
9788550303550.0,A Ladra,J. R. Ward 
9788550301716.0,Cidade dos Sonhos,Fabiane Ribeiro
9788550301723.0,Deus está ao telefone,Fabiane Ribeiro
9788550303680.0,Christopher Robin,Elizabeth Rudnick
9788566676259.0,Brigada dos Amaldiçoados,Albert Vaz
9788550303628.0,O diário perdido de Gravity Falls,Alex Hirsch
9788550300900.0,Malevola,Elizabeth Rudnick (Adapt)
9788550302171.0,Além da Magia,Tahereh Mafi
